url,abstract,short_abstract,BART_sum
Zangvogels,"Zangvogels, of, verouderd, roestvogels (Passeriformes) zijn een bijzonder grote orde van de moderne vogels (Aves). Zij vormen zo'n 60% van alle levende vogelsoorten. De zangvogels zijn waarschijnlijk de jongste orde van de vogels en stammen uit het Oligoceen of misschien het Eoceen. Zangvogels zijn bekende diermuzikanten. Zij onderscheiden zich op muzikaal gebied van andere vogels, door de ver ontwikkelde syrinx. De zangvogels hebben zeven spieren om muziek te produceren.","Zangvogels, of, verouderd, roestvogels (Passeriformes) zijn een grote orde van de moderne vogels (Aves). Ze vormen de soortenrijkste groep vogels, met zo'n 60% van alle soorten. De zangvogels zijn waarschijnlijk de jongste orde van de vogels en stammen uit het Oligoceen of misschien het Eoceen. Zangvogels zijn bekende diermuzikanten. Zij onderscheiden zich op muzikaal gebied van andere vogels, door de ver ontwikkelde syrinx. De zangvogels hebben zeven spieren om muziek te produceren.","summarize: Zangvogelele, de, adevărate, roestvogelele (Passeriformele) sunt un bijzonder grote orde al vogelelor moderne (Vulturii). Ele formează aproximativ 60 % din toate speciile vii de vogele. Zangvogelele sunt probabil cea mai tânără orde a vogelilor şi stammen din Oligoceen of misschien het Eoceen. Zangvogelele sunt cunoscute diermuzikante."
Rendeux,Rendeux is een dorp en gemeente in de Belgische provincie Luxemburg. De gemeente ligt in de Ardennen aan de rivier de Ourthe en telt ruim 2000 inwoners.,Rendeux is een dorp en gemeente in de Belgische provincie Luxemburg. De gemeente ligt in de Ardennen aan de rivier de Ourthe en telt ruim 2000 inwoners.,summarize: Rendeux este een dorp en gemeente în provincia belgiană Luxemburg. De gemeente ligt în de Ardennen aan de rivier de Ourthe en telt ruim 2000 inwoners.--
Claus_van_Amsberg,"Claus George Willem Otto Frederik Geert Prins der Nederlanden, Jonkheer van Amsberg, geboren als Claus Georg Wilhelm Otto Friedrich Gerd von Amsberg, (Hitzacker, 6 september 1926 – Amsterdam, 6 oktober 2002) was de prins-gemaal van prinses Beatrix der Nederlanden.","Claus George Willem Otto Frederik Geert, Prins der Nederlanden, jonkheer van Amsberg, geboren als Klaus-Georg Wilhelm Otto Friedrich Gerd von Amsberg (Hitzacker, 6 september 1926 – Amsterdam, 6 oktober 2002), was de prins-gemaal van koningin Beatrix der Nederlanden.","summare: Claus George Willem Otto Frederik Geert Prins der Nederlanden, Jonkheer van Amsberg, născut ca Claus Georg Wilhelm Otto Friedrich Gerd von Amsberg, (Hitzacker, 6 septembrie 1926 – Amsterdam, 6 octombrie 2002) a fost de prins-gemaal van prinses Beatrix der Nederlanden."
Benzodiazepine,"De benzodiazepinen (BDZ) zijn psychotrope middelen die behoren tot de GABA-agonisten en worden vaak minor tranquillizers genoemd. Ze worden in de geneeskunde toegepast om hun sederende (kalmerende, slaapbevorderende) en anxiolytische (gevoelens van angst verminderende) eigenschappen. De spierverslappende eigenschappen kunnen zowel een doel als een bijwerking zijn. De ontdekking van deze middelen was een medische doorbraak. met name omdat deze middelen beter worden verdragen, en in overdosering veel veiliger zijn dan de tot dan toe veel gebruikte barbituraten. Benzodiazepinen worden op grote schaal voorgeschreven, in Nederland per jaar ongeveer 10 miljoen recepten. Tot aan 2002 is het gebruik elk jaar toegenomen. Vanaf 1 januari 2009 worden veel van deze medicijnen alleen nog in Nederland vergoed door de ziektekostenverzekering indien de arts op het recept een bepaalde code (B2-code: betreffende specifieke aandoeningen) schrijft. Desondanks neemt het aantal problematische verslaafden sterk toe.","Benzodiazepinen (BDZ) zijn psychotrope middelen die behoren tot de GABA-agonisten, ze werden in het verleden vaak minor tranquillizers genoemd. In de geneeskunde worden ze voorgeschreven vanwege hun sederende (kalmerende, slaapbevorderende) en anxiolytische (gevoelens van angst verminderende) eigenschappen. Spierverslapping kan zowel behandeldoel als bijwerking zijn. De ontdekking van deze middelen was een medische doorbraak. Met name omdat deze middelen beter worden verdragen en in overdosering veel veiliger zijn dan de tot dan toe veel gebruikte barbituraten. Benzodiazepinen worden op grote schaal voorgeschreven, in Nederland per jaar ongeveer 10 miljoen recepten. Tot aan 2002 is het gebruik elk jaar toegenomen. Vanaf 1 januari 2009 worden veel van deze medicijnen alleen nog in Nederland","summarize: Benzodiazepinenul (BDZ) sunt medicamente psihotrope care fac parte din agenţii GABA şi sunt adesea numite calmanţi minori. Acestea sunt utilizate în medicină pentru sedarea (slăbesc, adormit) şi anxietate (slăbesc sentimentele de teamă) proprietăţile lor. Aceste proprietăţi slăbesc pot fi folosite atât pentru un scop, cât şi pentru o completare. De"
Kolibries,Kolibries (Trochilidae) () of Zoemvogels zijn een familie van vogels uit de orde van de gierzwaluwachtigen (Apodiformes). De familie telt meer dan 300 soorten. De meeste soorten komen voor in Zuid-Amerika. Het oorspronggebied (genencentrum) van de kolibries ligt waarschijnlijk daar.,"Kolibries (Trochilidae) zijn een familie van vogels die inheems zijn in de beide Amerika's. Veel soorten hebben een priemvormige snavel en bont gekleurd verenkleed. Kolibries zijn uitgesproken kleine vogels; het formaat varieert tus­sen dat van een hom­mel en van een zwa­luw. De meeste soorten bereiken een lengte van 7 tot 13 cm. Kolibries zijn gespecialiseerd in het uitzuigen van nectar uit bloemen, maar veel soorten eten ook insecten.",summarize: Kolibries (Trochilidae) () din Zoemvogels sunt o familie de vogels uit de orde van de gierzwaluwachtigen (Apodiforme). Familia numără peste 300 de specii. Cele mai multe specii apar pentru sud-america. Het oorspronggebied (centru de gen) al colindelor se află probabil acolo.
Dravograd,"Dravograd is een gemeente in Slovenië in de regio Karinthië en telde tijdens de volkstelling in 2002 8863 inwoners. De gelijknamige hoofdplaats telt 3414 inwoners (2002). Dravograd is centraal gelegen, aan weerszijden van de Drava. Hier verenigt de Drava zich met de Meža en de Mislinja. De gemeente telt de volgende plaatsen: Dravograd (zetel van de gemeente), Črneče, Libeliče, Šentjanž pri Dravogradu en Trbonje. De ontwikkeling van Dravograd ondervond grote hinder in de 15e eeuw als gevolg van invallen van de Turken ( 1473, 1476, 1480 in 1483), de pest en het doortrekkende Hongaarse leger (in 1480 en 1489). In deze tijd ( 1515) vond ook een opstand van de boeren plaats, die later in Villach en Völkermarkt verslagen werden. Eerst na deze serie van kleine en grote rampspoed, in de loop van de 16e eeuw, nam Dravograd de draad weer op als handels- en stapelplaats voor met name hop, wijn, zout en ijzerwaren.In 1863 werd Dravograd aangesloten op de nieuwe spoorlijn van Klagenfurt naar Maribor en in 1899 op de spoorverbinding tussen Velenje en Wolfsberg in Oostenrijk. Dit gaf gelegenheid tot het opbouwen van een bescheiden industrie (een glasfabriek en ijzergieterij). Toen de plaats voor het eerst tussen 1180 en 1192 werd vermeld, bezat het al marktrechten. Dravograd nam toen reeds tolgelden en cijnzen ten aanzien van het goederenvervoer over de Drava in. In Dravograd bevinden zich twee historische kerken, de parochiekerk van Sint-Jan en de votiefkerk van de H. Guido. Deze laatste dateert van vóór 1177.","Dravograd is een gemeente in Slovenië in de regio Karinthië en telde tijdens de volkstelling in 2002 8863 inwoners. De gelijknamige hoofdplaats telt 3414 inwoners (2002). Dravograd is centraal gelegen, aan weerszijden van de Drava. Hier verenigt de Drava zich met de Meža en de Mislinja. De gemeente telt de volgende plaatsen: Dravograd (zetel van de gemeente), Črneče, Libeliče, Šentjanž pri Dravogradu en Trbonje.","summarize: Dravograd este un municipiu din Slovenia, în regiunea Karinthië, şi a numărat în timpul recensământului popular din 2002 8863 de locuitori. Localitatea cu acelaşi nume numără 3414 de locuitori (2002). Dravograd este situată în centru, la o distanţă de Drava. Aici se învecinează Drava cu Meža şi Mislinja. Localitatea numără următoarele locaţii: Dravograd ("
Cro-magnonmens,"De cro-magnonmens is de naam voor de prehistorische mens uit het Laat-paleolithicum waarvan in West- Europa fossiele resten en gebruiks- en siervoorwerpen van steen, bot en ivoor zijn gevonden. De cro-magnonmens behoort tot de huidige en enige nog levende mensensoort, Homo sapiens. De naam is afgeleid van de naam van een abri bij Les Eyzies-de-Tayac-Sireuil in de Franse Dordogne. Soms wordt de cro-magnonmens beschouwd als een ondersoort waarvoor de namen Homo sapiens diluvialis of Homo sapiens cromagnonensis in gebruik zijn, maar de meeste wetenschappers zijn het erover eens dat Homo sapiens nooit ondersoorten heeft gehad en dat de cro-magnonmensen ""gewone"" moderne mensen waren. In de Angelsaksische wetenschappelijke literatuur staat de cro-magnonmens ook bekend als European Early Modern Humans (EEMH) ofwel vroege Europese moderne mens.","De cro-magnonmens is een groep fossielen van de prehistorische vroege moderne mens uit het Laatpaleolithicum gevonden in de bij Les Eyzies in de Franse Dordogne, en waarvan ook gebruiks- en siervoorwerpen van steen, bot en ivoor zijn gevonden. De cro-magnonmens behoorde tot de Homo sapiens.","summarize: De cromagnonmens este denumirea omenirii preistorice din Laat-paleolithicum, din care au fost găsite în Europa de Vest resturi fosile, uzuale şi semiprelucrări de lemn, bot şi ivoor. De cromagnonmens behoort la actuala şi singura specie umană încă vie, Homo sapiens. Numele este derivat de la o abri la Les Eyzies-de-Taya"
Courbevoie,"Courbevoie is een stad in Frankrijk, in de westelijke banlieue van Parijs, op de linkeroever van de Seine. Er wonen 88 530 mensen (telling 2011). De oppervlakte van de stad bedraagt 417 ha. Courbevoie ligt op 8,2 km van het centrum van Parijs. De wijk La Défense, het belangrijkste zakenkwartier in de regio Parijs, strekt zich voor een deel uit in Courbevoie (de rest ligt verdeeld tussen Puteaux en Nanterre). De stad behoort tot de regio Île-de-France, tot het departement Hauts-de-Seine en tot het arrondissement Nanterre.","Courbevoie is een stad in Frankrijk, in de westelijke banlieue van Parijs, op de linkeroever van de Seine. Er wonen 85.523 mensen (telling 2013). De oppervlakte van de stad bedraagt 417 ha. Courbevoie ligt op 8,2 km van het centrum van Parijs. De wijk La Défense, het belangrijkste zakenkwartier in de regio Parijs, strekt zich voor een deel uit in Courbevoie (de rest ligt verdeeld tussen Puteaux en Nanterre). De stad behoort tot de regio Île-de-France, tot het departement Hauts-de-Seine en tot het arrondissement Nanterre.","summarize: Courbevoie este un oraș în Franța, în intersecția vestică a orașului Parijs, la intersecția dintre Seine, unde locuiesc 88 530 de persoane (în anul 2011). suprafața orașului se ridică la 417 ha. Courbevoie se află la 8,2 km de centrul orașului Parijs. Zona La Défense, principalul cartier comercial din regiunea Parijs, se străbate pentru"
Zaagmolen,"De (hout)zaagmolen komt in Nederland als windmolen voor in drie uitvoeringen:Daarnaast is er een watermolen als zaagmolen ingericht: de Molen van Singraven. In België is de Klaaskensmolen een nog werkende watergedreven zaagmolen. In 1592 werd door Cornelis Corneliszoon van Uitgeest de krukas met de windmolen gecombineerd tot de eerste houtzaagmolen. Tot op dat moment duurde het ongeveer dertig dagen om planken te zagen van één boom. De uitvinding van Corneliszoon zorgde ervoor dat er veel sneller gezaagd kon worden en dat de scheepsbouw versneld werd. Zijn uitvinding legde daarmee de basis onder de Gouden Eeuw. In 1593 verkreeg hij hiervoor een octrooi. Door de krukas wordt de rondgaande beweging van de wieken omgezet in een op en neer gaande beweging van het zaagraam. De smeedijzeren of stalen krukas heeft in de regel drie krukken, die onder een hoek van 120° ten opzichte van elkaar staan. Er zijn ook enkele krukassen met twee krukken of vier krukken. Voor het naar voren schuiven van de op een slede liggende stam tijdens het zagen ontwierp Corneliszoon een zogenaamd krabbelwerk. Het krabbelwerk bestaat uit een rondgaand wiel met tanden (krabbelrad) met daaraanvast een tandwiel met een heugel. Bij elke opgaande beweging van het zaagraam trekt de krabbelaar het krabbelrad één of meerdere tanden om, waardoor de slede naar voren wordt getrokken. Bij elke neergaande beweging van het zaagraam wordt gezaagd, waarbij het zaagraam tijdens het zagen iets naar voren kantelt. Door deze uitvindingen kon de houtzagerij in de Zaanstreek tot grote bloei komen. Met name in de Zaanstreek, rond Amsterdam en rond Dordrecht werd vanaf 1600 veel gebruikgemaakt van de paltrokmolen voor de scheepsbouw aldaar. Bij paltrokmolens worden te zagen boomstammen met een kraan op windkracht uit het water van het balkengat gehesen, bij een zaagmolen met zaagschuur werden de stammen over een sleephelling vanuit het water met windkracht in de zaagschuur gebracht (zie foto). In het Openluchtmuseum Arnhem staat nog een werkende paltrokmolen uit 1680. Op woensdagen is hij regelmatig in werking te zien, waarbij wegens de slechte molenbiotoop gekozen is voor het plaatsen van een elektromotor. De wieken draaien dus wel, maar alleen voor de show. Het zaagproces verloopt verder zoals dat toen ook verliep. Door de opkomst van de scheepsbouw in Noord-Nederland rond 1850 werden toen daar met name stellingmolens met zaagschuur gebouwd.Molenerf de Ster (Utrecht) is het enige compleet bewaard gebleven houtzaagmolenerf van Nederland. Het bestaat uit de windmolen met zagerij, de molenaarswoning, twee knechtswoningen en drie houtdroogloodsen.","De (hout)zaagmolen komt in Nederland als windmolen om hout te zagen voor in drie uitvoeringen: 1. \n* als paltrokmolen, 2. \n* als stellingmolen met zaagschuur, 3. 1. \n* Houten zeskant op ongeveer 1,25 m hoge poeren. 4. 2. \n* Houten achtkant op ondervierkant. 5. \n* als ronde, stenen molen, zoals de Holten's Molen. Daarnaast is er een watermolen als zaagmolen ingericht: de Molen van Singraven. In België is de Klaaskensmolen een nog werkende watergedreven zaagmolen. \n* Krukas van de Bolwerksmolen \n* Zaagslee met links het schulpraam van Het Jonge Schaap \n* Zaagraam \n* Krabbelwerk","summarize: Fabrica (de lemn) de ardere apare în România ca ardere eoliană în trei versiuni: În estul ţării există o fabrică de ardere pe apă: Fabrica de la Singraven. În Belgia, Fabrica de la Klaaskens este o fabrică de ardere pe apă care funcţionează încă. În 1592 a fost combinată de Cornelis Cornelis Corneliszoon din Uitgeest cu fabrica de ar"
Tweetaktmotor,"Een tweetaktmotor (ook: tweeslagmotor) is een zuigermotor (een type verbrandingsmotor) die arbeid levert bij elke neergaande beweging van de zuigers in de cilinders. Dit in tegenstelling tot een viertaktmotor, waarvan de zuigers arbeid leveren bij elke tweede neergaande beweging.","Een tweetaktmotor of tweeslagmotor is een zuigermotor of verbrandingsmotor die arbeid levert bij elke neergaande beweging van de zuigers in de cilinders. Dit in tegenstelling tot een viertaktmotor, waarvan de zuigers arbeid leveren bij elke tweede neergaande beweging.","summarize: Un motor cu douătakt (înţeles: motor cu două tăişuri) este un motor cu zuiger (un motor debranding de un tip) care produce muncă la fiecare mişcare întreruptă a cilindriilor. Acest lucru este în contradicţie cu un motor cu patrutakt, care produce muncă la fiecare mişcare întreruptă întreruptă a cilindriilor."
Boormachine,"Een boormachine is een machine om - veelal ronde - gaten in materialen te maken. Een ronddraaiende beitel, de boor, werkt materiaal weg waardoor in het materiaal een gat ontstaat. Een boormachine kan zo eenvoudig zijn als een handboor of zo gecompliceerd als een aangedreven boormachine, pneumatisch, hydraulisch, elektrisch of door middel van een verbrandingsmotor. Over het algemeen worden spiraalboren gebruikt om de gaten te boren. De spiralen dienen dan voor de afvoer van het verpulverde of verspaande materiaal. Uitzonderingen komen echter ook voor. Zo is een boor om de aardkorst te doorboren meestal voorzien van een driehoekige roterende boorkop waarbij de afvoer van het pulver door het inwendige van de boor plaats vindt. De meeste handboormachines zijn van een klopfunctie voorzien, om efficiënter door baksteen of beton te boren. De boor wordt dan krachtig heen-en-weer bewogen in de lengte van de boor. Door deze 'hamerslag' wordt het materiaal verpulverd, terwijl de roterende beweging deze afvoert. Zulke machines worden nog onderverdeeld in klopboormachines en boorhamers. Handboormachines worden vaak multifunctioneel uitgevoerd, zodat ze ook dienst kunnen doen als schroefboormachine, slijpmachine, drilboor, enzovoort.","Een boormachine is een machine om – veelal ronde – gaten in materialen te maken. Een ronddraaiende beitel, de boor, werkt materiaal weg waardoor in het materiaal een gat ontstaat. Een boormachine kan zo eenvoudig zijn als een handboor of zo gecompliceerd als een aangedreven boormachine, pneumatisch, hydraulisch, elektrisch of door middel van een verbrandingsmotor. Over het algemeen worden spiraalboren gebruikt om de gaten te boren. De spiralen dienen dan voor de afvoer van het verpulverde of verspaande materiaal. Uitzonderingen komen echter ook voor. Zo is een boor om de aardkorst te doorboren meestal voorzien van een driehoekige roterende boorkop waarbij de afvoer van het pulver door het inwendige van de boor plaatsvindt.","summarize: Un utilaj de croitură este un utilaj care lucrează cu forţa - de multe ori cu forţa - la obţinerea de bucăţi din materiale. Un utilaj de croitură cu forţă, care lucrează cu materialul, creează o gaură în material. Un utilaj de croitură cu forţă poate fi atât de simplu precum un utilaj de croitură atât de complicat ca un utilaj de croitură alimenta"
Myrrha,"Myrrha ( Oudgrieks: Μυρρα), ook wel Smyrna genoemd, was de dochter van Cinyras (soms ook wel Theias genoemd) en Cenchreis. Ze kreeg een zoon Adonis bij haar vader. Zoals in vele Griekse mythes, speelt ook in dit verhaal overmoed een grote rol. De moeder van Myrrha, hoewel sommigen beweren dat het haar vader was, kon het niet laten om op te scheppen over de schoonheid van haar dochter. Ze vergeleek het onschuldige meisje zelfs met de mooiste van alle godinnen, namelijk Aphrodite. De godin van de liefde voelde zich gekrenkt en liet haar gebluf niet ongestraft. Ze strafte Myrrha met een verboden begeerte voor haar vader. Na lange tijd van pijn en verdriet kon Myrrha het niet laten om er toch voor te zorgen dat ze één avond met haar vader in bed kon doorbrengen. Ze haalde de dienstmeid over om haar vader dronken te voeren en zodra de avond was gevallen, wachtte ze Cinyras op voor de deur van zijn slaapkamer. Daar hij dronken was, herkende hij zijn eigen dochter niet meer, en besloot hij om met haar de liefde te bedrijven. Tijdens deze nacht is de bloedmooie jongen Adonis ontstaan. Maar al gauw kwam de zwangerschap van zijn dochter Cinyras ter ore. Hij was uitzinnig van woede en doordat hij niet met dit schandaal kon leven, probeerde hij haar te vermoorden. Maar de goden waren Myrrha genadig en om haar voor deze moord te hoeden, veranderden ze het meisje in een boom die later naar haar de mirreboom werd genoemd. Negen maanden later barstte de boom open en vanuit het binnenste van de boom kwam er een jongetje tevoorschijn: Adonis. Myrrha was er toch nog in geslaagd haar kind ter wereld te brengen.","Myrrha (Oudgrieks: Μυρρα), ook wel Smyrna genoemd, was de dochter van Cinyras (soms ook wel Theias genoemd) en . Ze kreeg een zoon Adonis bij haar vader. Zoals in vele Griekse mythes, speelt ook in dit verhaal overmoed een grote rol. De moeder van Myrrha, hoewel sommigen beweren dat het haar vader was, kon het niet laten om op te scheppen over de schoonheid van haar dochter. Ze vergeleek het onschuldige meisje zelfs met de mooiste van alle godinnen, namelijk Aphrodite. De godin van de liefde voelde zich gekrenkt en liet haar gebluf niet ongestraft. Ze strafte Myrrha met een verboden begeerte voor haar vader.","summarize: Myrrha (Oudgricii: Μυρra), cunoscută şi sub numele de Smyrna, era fiica lui Cinyras (de multe ori şi Theias) şi Cenchreis. A avut un fiu Adonis alături de tatăl său. La fel ca în multe mituri greceşti, Myrrha joacă şi în acest poveşti un rol important. Mama Myrrha, deşi unii spun că este tatăl ei, nu a putut"
Jean_Piaget,"Jean Piaget (Neuchâtel, 9 augustus 1896 - Genève, 16 september 1980) was een Zwitsers psycholoog die de cognitieve psychologische ontwikkeling van kinderen bestudeerde.","Jean Piaget (Neuchâtel, 9 augustus 1896 - Genève, 16 september 1980) was een Zwitsers psycholoog die de cognitieve psychologische ontwikkeling van kinderen bestudeerde.","summarize: Jean Piaget (Neuchâtel, 9 august 1896 - Genève, 16 septembrie 1980) a fost van Zwitsers psycholog die de cognitieve psihologiische dezvoltare van copii bestudeerde."
Kennedytunnel,"De Kennedytunnel is een belangrijke tunnel onder de Schelde ten zuiden van Antwerpen. Hij werd door koning Boudewijn op 31 mei 1969 geopend en is genoemd naar John F. Kennedy, de 35e president van de Verenigde Staten. De plannen voor deze tunnel dateren van eind jaren vijftig. Tussen 1945 en 1960 vervijfvoudigde het verkeer door de Waaslandtunnel en eind jaren vijftig reden dagelijks meer dan 38.000 voertuigen door die tunnel. Aan beide zijden leidde dit tot veelvuldige files. Daarom werd een tweede oeververbinding noodzakelijk geacht. In 1958 werd het tracé van de E3 vastgesteld. Hierna werd een aanbestedingswedstrijd uitgeschreven voor een brug of tunnel. Minister Georges Bohy koos in 1963 voor de bouw van een tunnel in plaats van een brug in navolging van adviezen van technici. De werken begonnen op 4 september 1964. De afgezonken tunnel heeft een lengte van 590 meter en bestaat uit vier kokers die op 15 meter onder de zeespiegel liggen:Het centrale gedeelte van de tunnel onder de Schelde werd uitgevoerd door middel van vijf in een nabijgelegen droogdok gebouwde caissons, die ter plaatse afgezonken werden. De uitvoering werd aanbesteed voor een bedrag van 3,1 miljard frank (ongeveer 80 miljoen euro). Door de Kennedytunnel lopen de autosnelweg R1 (Ring rond Antwerpen) en de spoorlijn 59 Antwerpen - Gent. In 1969 werd de tunnel voor het wegverkeer geopend; op 1 februari 1970 reed de eerste trein door de Kennedytunnel. Na een zwaar, dodelijk verkeersongeval op 3 oktober 2006 werd op 9 oktober 2006 in de tunnel voor wegverkeer een snelheidsbeperking tot 70 km/u van kracht (op werkdagen, tussen 6.00 en 20.00 uur). In de tunnel voor het wegverkeer geldt een doorritverbod voor voertuigen die ontplofbare stoffen of sommige brandbare stoffen in colli of brandbare stoffen in tanks vervoeren. Oorspronkelijk werd het ADR-verkeer zuidwaarts afgeleid via de Scheldebrug in Temse en de Boomse steenweg of de E19. Sinds de voltooiing van de Liefkenshoektunnel wordt dit verkeer noordwaarts naar deze tunnel afgeleid. In 2007 werd de tunnelveiligheid geïnspecteerd door het European Tunnel Assessment Programme ( EuroTAP). Omwille van de ondermaatse score inzake het beheer van de communicatie en de noodgevallen daalde de veiligheidswaardering van de tunnel van 'acceptable' naar 'poor'.  Als onderdeel van het trans-europees netwerk moet de tunnel uiterlijk tegen april 2014 voldoen aan de minimale veiligheidsvereisten opgelegd door de Europese Commissie.  In antwoord daarop kondigde de Vlaamse overheid in 2007 aan dat een reeks onderzoeken worden opgestart voor het verminderen van het veiligheidsrisico in de tunnel. De nota voorziet dat de hellingsgraad van alle toeritten naar de tunnel maximaal tot 3 % zal beperkt worden en dat de tunnel zal voorzien worden van een evacuatieverlichting en een radiofrequentie voor het leveren van noodinformatie. Verschillende maatregelen om de training en de communicatie van de hulpdiensten te verbeteren werden eveneens in het rapport aangekondigd. Vlaams minister Theo Kelchtermans lanceerde op 17 juli 1992 een denkoefening om vrachtverkeer ook in de Kennedytunnel tol te laten betalen. De toenemende verkeersdruk wil men in de toekomst beheersen door de bouw van de Oosterweelverbinding. Vanaf dan zou volgens die plannen alle vrachtverkeer door de Kennedytunnel verboden worden. In haar beslissing van 28 maart 2009 naar aanleiding van de grondige studie van het onafhankelijk onderzoek betreffende de Oosterweelverbinding bevestigde de Vlaamse regering dat ze het vrachtverkeer wil blijven verbieden zolang het niet mogelijk of toegelaten is afzonderlijk tol te heffen voor vrachtwagens in deze tunnel. Tevens erkende de Vlaamse regering toen ook dat zelfs na de bouw van de Oosterweelverbinding en de invoering van een vrachtverbod in de tunnel de bezettingsgraad van de Kennedytunnel zeer hoog zal blijven. De tunnel komt volgens de Vlaamse overheid in aanmerking om er in 2013 de snelheid te handhaven met behulp van trajectcontrole.","De Kennedytunnel is een belangrijke tunnel voor auto-, spoor- en fietsverkeer onder de Schelde ten zuiden van Antwerpen. Hij werd door koning Boudewijn op 31 mei 1969 geopend en is genoemd naar John F. Kennedy, de 35e president van de Verenigde Staten. De tolvrije autotunnel verbindt de E17 en E34 met de R1 (Ring rond Antwerpen).","summarize: tunelul Kennedy este un tunel important sub Schelde, la zece laturi de Antwerpen. Acesta a fost inaugurat de către regele Boudewijn la 31 mai 1969 şi poartă numele lui John F. Kennedy, cel de-al 35-lea preşedinte al Statelor Unite. Proiectele pentru acest tunel datează de la sfârşitul anilor cincizeci. La sfârşitul anilor cincizeci, între anii 1945 şi 1960, acest tunel a"
Tillandsia,"Het plantengeslacht Tillandsia van de Bromeliafamilie (Bromeliaceae) telt meer dan 400 soorten en komt uit de bossen, woestijnen en bergen van Midden- en Zuid-Amerika, Mexico en het zuiden van de Verenigde Staten. De meeste Tillandsia's hebben geen of nauwelijks wortels en groeien op bomen ( epifytisch) of rotsen ( lithofytisch). Om deze reden werd het geslacht in 1753 door Linnaeus vernoemd naar de Zweedse botanicus Elias Tillands ( 1640- 1693) (professor aan de Abo Universiteit in Finland) omdat deze een hekel had aan water. Een van de bekendste Tillandsia-soorten is het Spaans mos. De dunbladige groene vormen groeien in regenachtige gebieden, en de dikkere grijsbladige in drogere gebieden. Water en voedingsstoffen worden via de schubben op de bladeren opgenomen uit de lucht (stof, regenwater). Tillandsia's planten zich voort via zaad. Ze vormen echter ook zijscheuten die als ze groot genoeg zijn kunnen worden verwijderd en alleen verder kunnen groeien. Als je ze laat zitten ontstaan op den duur enorm dikke bossen van jonge en oude planten. De bloemen kunnen erg mooi zijn, maar zijn in de regel niet erg groot. Idealiter kweekt men Tillandsia's in een kas, maar in de huiskamer kunnen ze het ook goed doen.","Tillandsia is een geslacht uit de bromeliafamilie (Bromeliaceae). Het geslacht telt meer dan 300 soorten en komt uit de bossen, woestijnen en bergen van Midden- en Zuid-Amerika, Mexico en het zuiden van de Verenigde Staten. De meeste Tillandsia's hebben geen of nauwelijks wortels en groeien op bomen (epifytisch) of rotsen (lithofytisch). Om deze reden werd het geslacht in 1753 door Linnaeus vernoemd naar de Zweedse botanicus Elias Tillands (1640-1693) (professor aan de Abo Universiteit in Finland) omdat deze een hekel had aan water. Een van de bekendste Tillandsia-soorten is het Spaans mos.","summarize: Frumuseţea plantelor Tillandsia din familia Bromelia (Bromeliaceae) numără peste 400 de specii şi provine din împăduririle şi munţii din Midden şi Zuid-America, Mexic şi din sudul Statelor Unite ale Americii. Cea mai mare parte a plantelor Tillandsia nu au wortele deloc şi cresc pe copaci ( epifitic) de putrezire ( lithofytisch). Din"
Vastenavond,"Vastenavond (ook gekend als Vette dinsdag) is de dinsdag voor Aswoensdag en traditioneel het einde van de carnavalsperiode. Tot dinsdagnacht 24.00 uur mag nog Carnaval worden gevierd en is het toegelaten zich als vastenavondgek te verkleden. In de katholieke traditie is klokslag middernacht Carnaval voorbij en begint de veertigdaagse vastentijd tot het paasfeest. In Limburg staat het gehele Carnaval bekend als vastelaovend(j), dat Limburgs is voor vastenavond. De vastenavond zelf wordt lèsten daag vanne vastelaovendj (laatste dag van de carnaval) of carnavalsdinsdig genoemd en op die dag vinden veel afsluitende activiteiten plaats zoals het Uulverbranje in Montfort. Vooral in Noord-Holland wordt vastenavond dikke dinsdag genoemd. In Engelstalige landen heet deze dag onder andere Mardi Gras of 'Pancake Tuesday', omdat deze dag traditioneel pannenkoeken worden gegeten.",Vastenavond – ook gekend als vette dinsdag of Mardi Gras in van oorsprong Franstalige streken en verwant aan het Russische Maslenitsa – is de dinsdag voor Aswoensdag en traditioneel het einde van de carnavalsperiode. Tot dinsdagnacht 24.00 uur mag nog carnaval worden gevierd en is het toegelaten zich als vastenavondgek te verkleden. In de katholieke traditie is klokslag middernacht carnaval voorbij en begint de veertigdaagse vastentijd tot het paasfeest. De oudste vermelding van de Vastenavond is in de versroman Parzival van Wolfram van Eschenbach (ca. 1200 en 1210) : unde müent ân nôt ir lîp,"summarize: Vastenavond (cunoscut drept Vette Tuesday) este marţi pentru Aswoensdag şi, în mod tradiţional, sfârşitul perioadei de carnaval. Tot marţi noaptea 24.00 ore mai trebuie sărbătorit Carnavalul şi este permis să se verkleze ca vastenavondgek. În tradiţia catolică, la miezul nopţii bate fluierul Carnavalul şi începe vastentijd de douăzeci de zile până la pa"
1436,Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.,Het jaar 1436 is het 36e jaar in de 15e eeuw volgens de christelijke jaartelling.,summarize: Het year 1436 este het 36e an in de 15e eeuw volgens de christelijke Yeartelling.-----(Portugalia) - (Portugalia)-
